observation,prediction,fold,y_pred
0.0124979167982625,,2.0,0.0007048804
0.0124520833972686,,4.0,0.0006214257
0.0123583334401095,,2.0,0.0006950072
0.012316666727808,,1.0,0.0022607388
0.0122833334413978,,2.0,0.00057508156
0.0122916667120686,,5.0,0.0020153066
0.0122291667794343,,4.0,0.0007060364
0.0122875000718826,,1.0,0.0029725442
0.0122145834223678,,3.0,0.00083259464
0.0120375001861248,,3.0,0.0007268992
0.0120145835195823,,4.0,0.00063003413
0.0120791668402186,,2.0,0.0007575026
0.0121645834879018,,5.0,0.003371446
0.0122041667345911,,1.0,0.0023256815
0.0120333334683285,,3.0,0.0007071731
0.0120895834794889,,3.0,0.0011891769
0.0120291667699348,,2.0,0.0005813196
0.0121041668074516,,5.0,0.003266097
0.0120104167338771,,5.0,0.0026160295
0.0118791668501217,,1.0,0.0019675256
0.0118895835670022,,3.0,0.0008318975
0.0119083335545535,,4.0,0.0006443675
0.0118854168104008,,1.0,0.0018871723
0.0118041667543973,,1.0,0.0020274643
0.0118916667900824,,2.0,0.0007148376
0.0119916667754296,,5.0,0.0022528223
0.0119708334968891,,5.0,0.002400889
0.0120583335131717,,2.0,0.00069164793
0.0121166668250225,,1.0,0.00225567
0.0120416668360122,,4.0,0.00036804276
0.0120645834637495,,3.0,0.00074365357
0.0119250002220118,,1.0,0.0014422272
0.0119437501319529,,3.0,0.000755343
0.0120083334137841,,2.0,0.0005759636
0.012060416736252,,4.0,0.0004059703
0.0121041667395427,,2.0,0.00046677978
0.0121520834509283,,5.0,0.0034523895
0.0120770835104243,,3.0,0.00017460759
0.0120125001606842,,1.0,0.0015951375
0.0121208334846112,,3.0,0.00028088473
0.01209999997324,,4.0,0.00051388814
0.0122437501462021,,1.0,0.003074785
0.0122270831974068,,2.0,0.0005383747
0.0119687501961986,,3.0,0.00042710974
0.0120875000526818,,3.0,0.00046602776
0.0119791668451702,,1.0,0.0017726008
0.0120354168175254,,5.0,0.003114138
0.0122770835102225,,2.0,0.0004848137
0.0125166666985024,,2.0,0.00032969506
0.012559574602687,,4.0,0.0023300303
0.012616666664447,,5.0,0.0060977703
0.012800000111262,,3.0,0.0022180364
0.012762500186606,,5.0,0.004742703
0.0127062501754457,,2.0,0.00024745645
0.0812020836553226,,4.0,0.0417653
0.0576145833668609,,2.0,0.0006604639
0.049572916701436,,5.0,0.119045235
0.0418812500235314,,3.0,0.042939253
0.0308833330636844,,3.0,0.0049127503
0.0260833330685273,,2.0,0.0010991598
0.0214104167146919,,4.0,0.0025210883
0.0183791667222977,,5.0,0.028917542
